1, 0, 0, 168, 94
2, 168, 0, 168, 94
3, 336, 0, 168, 94
4, 504, 0, 168, 94
5, 672, 0, 168, 94
6, 840, 0, 168, 94
7, 0, 94, 168, 94
8, 168, 94, 168, 94
9, 336, 94, 168, 94
10, 504, 94, 168, 94
11, 672, 94, 168, 94
12, 840, 94, 168, 94
13, 0, 188, 168, 94
14, 168, 188, 168, 94
15, 336, 188, 168, 94
16, 504, 188, 168, 94
17, 672, 188, 168, 94
18, 840, 188, 168, 94
19, 0, 282, 168, 94
20, 168, 282, 168, 94
21, 336, 282, 168, 94
22, 504, 282, 168, 94
23, 672, 282, 168, 94
24, 840, 282, 168, 94
